,labels,data
29,Analyst,"Microsoft BI Consultant Date: February 2021 Area: UK Wide Contract: Permanent : Minimum  3, Maximum  10+ Details   experienced dynamic Consultants  existing teams. Microsoft BI Consultant, engage clients daily,  understand challenges deliver solutions. based one regional offices client site. Business Data Partners, Talan company, award-winning Data Management Analytics consultancy,  closely leading software vendors top industry experts across range sectors, unlocking value insight data. consultants heart everything do. invest heavily training development , hold monthly socials region, regular lunches catch-up teams site.  attributes success · excellent  player able  independently. · Excellent client facing . · self-starter proactive nature. · Excellent verbal, written communication, presentational . · Ability build internal external relationships. · Effective negotiating influencing . · Ability think creatively propose innovative solutions. · Strong self-developer. qualify  must · Multi-skilled  one following disciplines: Data Management, Data Engineering, Data Warehousing, Data Modelling, Data Quality, Data Integration, Data Analytics, Data Visualisation, Data Science Business Intelligence. · Delivery  using following core technology: Microsoft BI stack (T-SQL, SQL Server database, SSIS, SSAS, SSRS, Power BI). · Strong SQL  querying creation views/tables, functions, stored procedures. · Project  designing/developing/maintaining ETL processes. · Project  designing/developing/maintaining dashboards, reports cubes using SQL, MDX, DAX. · Project Life Cycle , played  delivery end-to-end projects, well familiarity different development methodologies disciplines (e.g., Waterfall, Agile, Scrum, DevOps, Testing). · Project  Data Modelling and/or Data Warehousing concepts. · Technical Business Analysis . · proactive awareness industry standards, regulations, developments. Ideally, you’ also · Project  deploying/provisioning/implementing Azure IaaS/PaaS. · Microsoft certifications e.g., MCSA Cloud Platform, SQL BI Development, BI Reporting Data Engineering Azure. · Project  Enterprise ETL tools Informatica, Talend, Datastage Alteryx. · Exposure following technologies: SAS, Teradata, Python, R, Snowflake, Hadoop, Spark, Scala, Oracle, Pega, Salesforce, RPA tools UiPath, Nintex, Blue Prism. · Capability articulate document architectural solutions processes. · Cross multi-platform . · Financial services sector . must · Willing  client sites, potentially extended periods. · Willing travel  purposes happy stay away home extended periods. · "
30,Analyst,"Travel Corporation highly successful international travel group 25 award winning brands. include luxury hotels boutique river cruise ships, niche tour operators leisure interests. Travel Corporation’s guiding principle one providing enjoyable, enriching travel  customers across globe. Data Analyst Us Travel Corporation successful global player Travel Sector highly competitive fast-moving industry. development  composed number agile teams ever expanding portfolio applications support global . believe fully owning applications, right writing code, building maintaining infrastructure using AWS utilising continuous deployment. pride building amazing teams strive improve day enjoy taking  challenges. like look , social activities, innovation time, perks, do. Playstation comps, beer/wine Fridays, quarterly pizzas, bi-weekly breakfast, we've got covered! top this, based fantastic location next Hyde Park (great like go lunchtime walk/run). Team CRM & Information Management Team, Part TTC Tech. group Skilled, Friendly people flexible & Supportive,  multiple projects interactions parts  multiple Countries / Time zones.  Development Salesforce Data & Integrations TTC  hands-on analyst, technologist architect deep  Information management, data warehousing analytics technologies support improve existing implementation areas  intelligence analytics, data mining visualization assessment data quality consistency across platforms, products geographical areas. environment consists One Salesforce Org shared 2000 people across dozen Brands. use Informatica Cloud Integrate Salesforce data Multiple booking systems (Oracle DB, MS SQL DB, XMLs, CSVs) also use Informatica Cloud & Oracle DB Prepare data Customer / Tour Director Portals (Web & Mobile App) Master Data Management currently use Informatica Cloud MDM embedded Salesforce maintain single Customer / Agency view Data. ongoing process reviewing rules updating necessary well running Bulk merges rules updated. Supporting Projects also responsible Setting maintaining 20 test sandboxes Salesforce project teams, well Load Testing Apex Code full copy /Pre Production environment Essential Software  Salesforce Oracle Database / SQL Master Data Management (MDM) ETL (Extract, Transform Load) Beneficial Informatica Cloud Informatica Cloud Customer 360 Salesforce Data Loader APIs - preferably SOAP REST based APIs Enterprise Service Bus (ESB) Microsoft Power BI Hadoop (big Data Sets) FTP / SFTp Data Encryption Toolsets Visualization software applications MS Visio Excel Technical Skills Information Modeling Database design performance tuning (Oracle) Master Data Management ETL data warehousing Data Visualisation Data Analytics BI Technologies Applications Amazon Web Services   APIs - preferably SOAP REST based APIs Performance Tuning Skills Regulatory corporate data compliance, GDPR Business Analysis / Business Process Analysis Mentoring / Training "
0,Management,"Oracle Data Cloud (ODC) – Associate Account Manager – EMEA Brand Partnerships Team ﻿ London (please note  remotely currently, post-pandemic would expect Account Managers based Moorgate office) Oracle Equal Employment Opportunity Employer. qualified applicants receive consideration employment without regard race, colour, religion, sex, national origin, sexual orientation, gender identity, disability protected veterans status characteristic protected law. ODC Oracle Data Cloud helps marketers use data capture consumer attention drive results. Used 199 200 largest advertisers, Audience, Context Measurement solutions extend across top media platforms global footprint 100 countries. give marketers data tools needed every stage marketing journey, audience planning pre-bid brand safety, contextual relevance, viewability confirmation, fraud protection, ROI measurement. Oracle Data Cloud combines leading technologies talent Oracle’s acquisitions AddThis, BlueKai, Crosswise, Datalogix, Grapeshot, Moat. Within ODC, Moat brand intelligence SaaS analytics solution focused transforming digital advertising two products: Moat Analytics Moat Pro. Moat Analytics proprietary solution enables collection signals metrics better understand ad effectiveness, engagement, overall consumer attention. Moat Pro industry wide real-time search solution providing insights across brands, publishers, ad tech landscape. Candidates   clients supporting accounts. understand important features functionality clients, able position ODC products within competitive landscape ensure highest levels customer satisfaction, renewal expansion rates. , support Brand Account Management  existing ODC advertiser clients. Responsibilities include: Supporting account managers building owning client relationships, ensuring successful partnership great  ODC products. Review monitor data, proactively analyzing surfacing insights, resolving challenges arise. Acting point contact clients via email, phone, in-person, view owning relationships key stakeholders client relationship. Leading demo trainings clients various ODC platforms. Monitoring client usage ODC tools. Project-managing internal tickets behalf Account Managers. Confidently completing tasks independent drive initiative. Collaborate ODC’s engineering operations teams create positive client . Become expert Moat's strengths capabilities, spot opportunities educate partners ODC products. Assist administrative efforts related client accounts. Desire grow progress towards managing list clients. Preferably 2-4 years full-time professional , ideally client services within digital advertising advertising technology. Familiarity ad serving platforms, ad servers, data audience management platforms. Positive, clear, professional written phone communication. BS BA Degree. Strong Excel PowerPoint . Outstanding attention detail, curiosity grow understanding within ODC’s space. Strong analytical client service , desire provide excellent client . Positive outlook, enthusiasm, resourcefulness, strong internal drive. Team hold exceptionally high standards client . dedicated providing fast, thoughtful, high-touch interactions every client, every stage partnership us. value superior writing  friendly, considerate, value-driven communication style. strive incredible attention detail, empathy, fast turnaround times. love ton fun it."
1,Management,"Oracle Fusion Middleware Engineer successful individual  ongoing functional support improvement clients current infrastructure. Rate: £500 - £550 per day  Months Status: Inside IR35 Fusion Middleware Support Engineer, following Responsibilities: Supporting 24-hour 7-day week production environment SLA's. Manage resolve issues relation Fusion Middleware Products Lifecycle management including automation maintenance Meeting infrastructure requirements  projects overseeing progress  usual applications. Install/configure/manage/monitor Oracle Fusion Middleware products Troubleshooting Fusion Middleware Using DevOps processes tools provide smooth transactions builds application lifecycle process. Patching Fusion middleware components Meeting infrastructure requirements  projects overseeing progress  usual applications. Fusion Middleware Support Engineer, following : ideally come Oracle support background able provide evidence  providing functional support within Fusion Middleware Oracle SOA middleware environment following :  following products: Oracle Webcenter Suite12c, Oracle SOA Suite12c, Weblogic, Portal, UCM, SOA, OSB, BAM, BPM Oracle webforms Knowledge  DevOps using products like JIRA, GITHUB MYST.  building & deploy using Continuous Integration Frameworks  Oracle Middleware infrastructure Installations/Configuration Multi node Clustered Environments. Good Knowledge Linux Operating Systems Previous  Production support supporting development teams Good communication , written & verbal Good problem solving  Ability  independently part  strong Oracle fusion middleware Engineer feel free apply call Ask Niall applying advert giving CPS Group (UK) Ltd authority hold process data specific  s may deem suitable time. pass data third party without verbal written permission so. incoming outgoing calls recorded training compliance purposes. CPS Group (UK) Ltd acting Employment Agency relation vacancy.  privacy policy found "
2,Management,"Food Beverage Alliance & Channels Partner Manager responsibility management nominated set Oracle Food Beverage partners EMEA. key position manage levels partner activity comprehensive  plans allocated partner, including identifying, enabling bringing market value-added service/solution offerings influenced revenue streams. also develop implement annual plan associated partner enablement engagement activities drive opportunistic revenue. Detailed Description: Nurture grow  relationships assigned partners coordination regional sales leadership, drive annual  planning sessions, develop deliver annual  enablement plans assigned partners. Prepare quarterly forecasts, conduct quarterly  reviews Partners regional sales leadership coordination regional sales leadership, develop deliver annual partners  plan. Deliver annual scorecard  review review status plan. Establish execute priorities drive growth targeted segments geographies Proactively manage field engagement escalations, pipeline minimize deal risk maximize Oracle license, hardware, services revenue Drive requirements implementation  practices, policies programs needed enable support Partner  (collaboration FBGBU Sales Operations, GBP, Pricing, WW A&C, functional stakeholders necessary) Preferred  / Qualifications minimum 3-5 relevant alliances management Sales  Oracle Software.  managing strategic accounts. Deep knowledge software Cloud/SaaS solutions selling influence partnerships Proven  managing negotiating large, complex  development technology partnership agreements initiatives start finish Exceptional ability build deliver compelling solution sales value propositions initiatives accelerate collaborative go-to-market engagement Strong written, verbal, presentation, sales  Expected travel 30-50%"
3,Management,"HR 076 Program Manager ( Healthcare Domain) reputed company Healthcare Industry currently  Program Manager  Team. Responsibilities Supports director developing annual budget, forecasts, monitor implementation, evaluate recommend specific adjustments implementation satisfy program/project needs procedures necessary implement strong focus delivery Digital services. Responsible on-going assessment, design, development implementation corporate wide clinical systems in-depth knowledge Epic EMR full implementation lifecycle Epic’s suite EMR applications Establish framework governance enterprise Manage, track report performance investments ensure deliver optimized  "
4,Management,"Head Data Science, lead data science technical capability  members wider Moata , including software developers solution architects achieve exemplar client delivery. Within scope projects delivered, may responsible number elements: Problem Analysis Project Management Guide inspire organisation  potential strategy artificial intelligence (AI) / ML Identify data-driven/ML  opportunities Collaborate across  understand  constraints Prioritise, scope, manage data science projects corresponding key performance indicators (KPIs) success Define communicate governance principles. Data Collection Integration Understand  data sources process pipelines catalogue/document Acquire access various databases sources systems SQL graph databases Create data pipelines efficient repeatable data science projects. Data Exploration Preparation Apply statistical analysis visualisation techniques various data, hierarchical clustering, T-distributed Stochastic Neighbor Embedding (t-SNE), principal components analysis (PCA) Machine Learning Generate hypotheses underlying solution mechanics Test hypotheses using various quantitative methods Display drive curiosity understand solution process Network domain experts better understand  mechanics generated data. Machine Learning Apply various ML advanced analytics techniques perform classification prediction tasks Integrate domain knowledge ML solution; example, understanding asset risk, resilience, failure mode prediction, etc Testing ML models, cross-validation, A/B testing, bias fairness Operationalisation Collaborate across  evaluate implement ML deployment options Integrate model performance management tools platform infrastructure Implement champion/challenger test (A/B tests) production systems Continuously monitor execution health production ML models Establish best practices around ML production infrastructure Train staff basic data science principles techniques Train peers specialist data science topics Network internal external partners Upskill (through conferences, publications, courses, local academia meetups). Lead Global Data Science Practice raise status application data science across whole organisation. Core Abilities Mott MacDonald Digital Ventures  recruits staff based values, abilities, , tested interview. core abilities required include: self-driven, curious creative, confident energetic self-starter Demonstrate ability  diverse, cross-functional teams dynamic  environment natural ability think laterally strategically analytical mindset, natural problem-solving abilities Natural communication , ability explain complex analytical concepts layperson, including storytelling techniques guide inspire Ability establish nurture global community taking account wide range cultures personas. must also able self-manage time project commitments organisation self-dependence. Knowledge/Skills Coding knowledge  several languages: example, R, Python/Jupyter, SAS, Java, Scala, C++, Excel, MATLAB, etc.  popular database programming languages including SQL, PL/SQL, relational databases upcoming nonrelational databases NoSQL/Hadoop-oriented databases MongoDB, Cassandra, others.  distributed data/computing tools: MapReduce, Hadoop, Hive, Kafka, also MySQL,   across multiple deployment environments including [cloud (essential), on-premises hybrid], multiple operating systems containerization techniques Docker, Kubernetes, AWS Elastic Container Service, others. Machine Learning Data Science Knowledge/Skills  one following commercial/open-source data discovery/analysis platforms: [RStudio, Spark, KNIME, RapidMiner, Alteryx, Dataiku, H2O, SAS Enterprise Miner (SAS EM) and/or SAS Visual Data Mining Machine Learning, Microsoft AzureML, IBM Watson Studio SPSS Modeler, Amazon SageMaker, Google Cloud ML, SAP Predictive Analytics. Expertise solving [vision, text analytics, credit scoring, failure prediction, propensity buy] problems preferable. Knowledge  statistical data mining techniques: generalized linear model (GLM)/regression, random forest, boosting, trees, text mining, hierarchical clustering, deep learning, convolutional neural network (CNN), recurrent neural network (RNN), T-distributed Stochastic Neighbor Embedding (t-SNE), graph analysis, etc.  Candidates in-depth background data science able demonstrate substantial relevant project  successfully launching, planning, executing data science projects specialization, example text analytics, image recognition, graph analysis specialized ML techniques deep learning, etc. Ideally, candidate adept agile methodologies well-versed applying DevOps/MLOps methods construction ML data science pipelines Candidates ideally exhibit project  applying ML data science infrastructure challenges Candidates need demonstrate instrumental launching significant data science projects Candidates demonstrated ability manage large data science projects diverse teams.  Profile Mott MacDonald uniquely diverse 8 billion employee-owned, engineering, management development consultancy serving public private sector around world.  highly motivated individual become Head Data Science within Digital Ventures Unit. preferred home office location London, however happy consider applicants UK location. Periods travel expected able support global ;  ' normal' inclusive home- flexibility. help clients put information heart derive ever greater value it. focus provision outcome focused, game-changing results. powered unique combination domain  plus digital expertise, harnessing 120 years engineering legacy alongside power cutting-edge technology, Mott MacDonald partners. 'connecting innovation outcomes' continue modernise planning, delivery, operation client's infrastructure - driving enhanced social environmental outcomes.  purpose Working Head Data Science within Moata ,  growing software development  deliver leading-edge solutions clients various industries. lead  solve complex problems develop innovative solutions field physical digital infrastructure application data science. play pivotal  planning, executing delivering machine learning-based projects. bulk data science 's  machine learning (ML) modelling, management problem analysis, data exploration preparation, data collection, integration, operationalisation. also fulfil  Global Discipline Leader Data Science, shaping forming global community, enhancing fusion engineering domain cutting-edge data science. key interface Moata data analytics  wider  units, well central IT. Candidates must self-driven, ready lead, curious, creative passionate improving societal outcomes enhancing infrastructure delivery operation.  values: progress, respect, integrity, drive, excellence"
5,Management,"Technical Delivery Manager/ Technical Architect Remote  support development release  applications updates existing platforms. requires Technical Delivery Manager proven development background demonstrable  managing software development projects. Expertise Required Position Includes  Managing Technical Teams (inc. breaking tasks, delegating  coaching  members )  software deployments, software testing, release management technical documentation   Agile manner  Architecting Technical solutions (a plus)  Azure platform (Databricks, PowerApps, AzureML plus)   R C clients (a plus)  building Trade Promotion Management Post-event analytics solutions (a plus) ."
6,Management,"Technical Delivery Manager/ Technical Architect Remote  support development release  applications updates existing platforms.Make sure apply requested information, laid job overview below.This requires Technical Delivery Manager proven development background demonstrable  managing software development projects.The expertise required position includes:  Managing Technical Teams (inc.breaking tasks, delegating  coaching  members )  software deployments, software testing, release management technical documentation   Agile manner  Architecting Technical solutions (a plus)  Azure platform (Databricks, PowerApps, AzureML plus)   R C clients (a plus)  building Trade Promotion Management Post-event analytics solutions (a plus)"
7,Management,"Integration Manager Glasgow Barclays Integration manager, involved delivering improvements defined jointly Accenture Post Trade Processing utility (APTP).  build end-to-end expertise , well take additional end-to-end integration regression testing responsibilities. considered particularly important final phase programme, number  flows functional changes going live. Barclays one world's largest respected financial institutions, 329 years success, quality innovation behind us. offer careers provide endless  – helping millions individuals businesses thrive, creating financial digital solutions world takes granted doing? Defining integration/regression test  operating model, determining test automation framework driving automation Book  Focusing Gloss changes impacting Bank Bank changes impacting Gloss Creating owning test strategy deliver “Way Forward” end end integration regression test approach Developing, tracking enhancing QA Matrices covering functional non-functional aspects testing facilitate  groups  stakeholders, teams Utility Vendor, agree test approach Ensuring full end end test coverage ensure financials (i.e. netting, fails, repair volumes) also considered / tested facilitate defect reviews ensure severity priority agreed communicated, well actively assess managing risks Creating communication materials Programme  level stakeholders We’re Looking Hands-on coding  Java, SQL, Unix shell scripting, gherkins / Cucumber. Perl python knowledge added advantage Working knowledge tools like Ant, Maven, Jenkins, TeamCity, Git-Hub, Sonar, Nolio, autoIT Ability develop java based test automation frameworks within one frameworks: Junit, testNG, Jasmine, Selenium Web driver, Protractor, Page Object Capable providing automated solutions involving REST API, autosys jobs, automated test management reporting (JIRA x-ray), multi-threading Skills Help  Proven leadership  highly developed problem management  ability challenge status quo; ability interpret  requirements tangible plan spot inconsistencies Ability manage diverse stakeholder requirements demands, successfully negotiate goal achieves best outcome Bank Large scale multi-year system transformation programme  including Partnering vendors management third party resources  We’ve Scotland 250 years, significance never important today. find Princes House West Campbell Street, short walk Central Queen Street Stations, far Sauchiehall Street Argyll Street, two city’s main shopping hubs. We’re committed giving everyone  thrive Barclays, investing people, communities, facilities – highlighted  state-of-the-art campus opening soon city centre. 90275024"
8,Management,"Organisational Context  JPMorgan Chase (NYSE: JPM) leading global financial services firm assets $2 trillion operations 60 countries. firm leader investment banking, financial services consumers, small  commercial banking, financial transaction processing, asset management, private equity. Chief Data Office mandate set actively supported board level transform data management towards demonstrable shareholder value. Data Network Architecture (‘DNA’)  firm wide remit deliver broad set data management capabilities including overall functional technical vision data governance. DNA Information Architecture  shapes leads design Shared Metamodel (SMM). SMM Data Model facts data JPMC. used data management data governance purposes. model intends unifying language LoB’s/functions share metadata firm wide level.  Title : FDM Information Architect / Data Modeller  Level : Vice President  Description Accountable leading shaping data design DNA Data Catalogue Product sources distributes facts data JPMC. Design phases based prioritised needs DNA Product Management Firm wide  group stakeholders design feeds Agile development process build Product iteratively.  part Product Management function, taking input user stories detailed requirements turning designs logical data model overseeing API design based logical model  Reporting Line FDM Information Architecture SMM Lead  Responsibilities Develop Conceptual/Logical Communication Data model SMM DNA Data Catalogue product catalogues, focus subject areas pertaining Data Management, including: Data Motion (lineage), Data Place, Data Authority & s, Data Classification, Data Controls, Data Quality Data Usage. drive advancement model ensure meets prioritised needs Product Management stakeholders. Work alongside Business Analysts refine requirements. Stakeholder management Information Architect community across Lines Business Corporate Functions – Plan run meetings 10+ peers input views design perspectives. Key success  achieve consensus sign-off amongst group. Document decisions, standards, ensure model versions documented required standards, accessible via modelling portal confluence site. Communicate train colleagues  features model release. Partner FDM Technology ensure DNA API developed comply Logical Data Model. Ensure breaking changes model / API understood, agreed, stakeholders comfortable, aware upgrade Work Technology Business enable integration DNA model via API Participate Firm wide forums integration topics around sharing architecture data / metadata Qualifications Mandatory: significant  Logical Data Modelling using MagicDraw, ERwin, PowerDesigner, ERStudio, similar UML modelling tool. Demonstrable success defining implementing multiple Enterprise grade Data Models; must able show  modelling data management and/or architectural metadata. Highly knowledgeable relevant Data Management & Governance topics including: Data Glossaries, Taxonomy management, Data Cataloguing, Data Lineage, Data Quality Automated Data Discovery – demonstrable practical  many possible. Confident comfortable leading group experienced enterprise modellers architects achieve consensus. Must able show strength personality persistence deliver time. Attention detail. Quality documentation communication vital. Optional / Valued Knowledge RESTful web services, Open API specification, swagger. Technology background database design, messaging, enterprise integration. Knowledge data/metadata standards including OMG (e.g MOF, UML) W3C (e.g. OWL/RDF). Able transcend logical modelling semantic standards. Us J.P. Morgan global leader financial services, providing strategic advice products world’s prominent corporations, governments, wealthy individuals institutional investors. first-class  first-class way approach serving clients drives everything do. strive build trusted, long-term partnerships help clients achieve  objectives. recognize people strength diverse talents bring global  directly linked success. equal  employer place high value diversity inclusion company. discriminate basis protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital veteran status, pregnancy disability, basis protected applicable law. accordance applicable law, make reasonable accommodations applicants’ employees’ religious practices beliefs, well mental health physical disability needs. Organization Corporate & Investment Bank global leader across investment banking, wholesale payments, markets securities services. world’s important corporations, governments institutions entrust us  100 countries. provide strategic advice, raise capital, manage risk extend liquidity markets around world. Operations teams develop manage innovative, secure service solutions meet clients’ needs globally. Developing using latest technology, teams  deliver industry-leading capabilities clients customers, making easy convenient  firm. Teams also drive growth refining technology-driven customer client experiences put users first, providing unparalleled ."
9,Management,"O2, we’re technology creates exciting experiences. It’s 35 million people choose live life O2. part Telefonica, one world’s creative digital companies, we’re able open sorts possibilities – customers, people  us, too. Great "
10,Management,"Wordnerds award-winning tech startup huge ambitions create best text analysis platform world. 90% world’s data produced last two years signs slowing down. vast majority data—up 80%, according some—exists form words which, unlike numbers, difficult process understand scale. Wordnerds combines cutting-edge AI old-school linguistics train computers understand huge volume unstructured text currently invisible companies. make sense millions tweets, emails, webchats, online reviews, CRM-entries, forum posts survey results written about—and by—big brands competitors. It’s hugely exciting time us right now. Following first raise June 2019 we’re growing faster projections we’re  Product Manager   embark next step challenging, high octane incredibly rewarding journey. need someone passionate things product development. Someone speak humans - customers wider  - code-crunching dev types. agile enthusiast, eye detail, organisational  Richter outstanding communicator. Someone long haul, excited develop platform, grow learn us. :) you’ SaaS startup preparing embark scale-up journey, it’s safe say list features product updates would like  never longer(!). It’s vital us focus areas provide value customers, current future, order hit ambitious growth plans stay ahead curve. That’s come in. :) need Product Manager build strong relationships key stakeholders get deep understanding problems Wordnerds platform solving customers ways could provide even value. strong constant flow feedback them, sales, marketing customer success teams, you’ help design vision platform prioritise vision roadmap. Using feedback  closely engineers, you’ dive detail exactly need build. You’ write briefs, determine MVPs create user stories engineering  crystal clear outcome required focus plan attack achieve it. feature built iteratively - mention love agile? - you’ glue engineers rest  (and key stakeholders), ensuring getting lots early feedback go. feature complete (yay!) show us, present customers, monitor performance via analytics feedback. Product Manager  hugely varied absolutely vital successful progression platform. We’re  someone visionary detailed, someone exceptional verbal written communication , real  player adapt ever-changing priorities needs.  involve: expert platform. Part initial onboarding involve getting know platform really (really) well. Building strong relationships customers order gather feedback current proposed features. Getting feedback sales, marketing customer success teams use platform. Regularly liaising technical experts - engineers, data scientists, linguists - continue innovate product. Maintain systems processes ensure consistent always improving  product development. Collating presenting information gathered relation platform development roadmap product vision meetings. Maintaining accurate published version roadmap project management system. Working technical teams scope  features updates, including writing briefs, creating user stories, determining MVP requirements, sketching wireframes, understanding timescales etc. Championing agile development. Taking part scrums get daily updates development. Contributing scrum ceremonies, including backlog refinement, sprint plans retrospectives. Using product reviews present newly developed features us customers. Monitor success  features via platform analytics customer feedback. Determining owning progress product  OKRs key metrics. Sharing ideas, strategies feedback - you’ fresh pair eyes valuable member tight growing . :) We’re interested getting right type person  we’re  previous , although  particular previous  product manager, agile delivery manager, scrum master similar essential. We’re less concerned whether it’s fifty years’  have, one. Instead, we’re  following /traits: Exceptional communicator (written verbal) - getting useful feedback skill often involve asking right questions. well this, you’ need write detailed briefs able translate technical spiel language normal humans understand. Good people -  involves liaising regularly departments Wordnerds customers. Team player - nothing fun (in opinion, anyway!) part crazy SaaS startup/scale-up ride, mean things move fast pace priorities change quickly. need someone think feet isn’t scared rolling sleeves help us reach goals. Positive attitude, open-minded willing learn - we’re necessarily  answers (where’s fun that?!) someone happy try  things, learn mistakes help us continuously improve. Self-motivated, organised, resilient, persistent able  independently. Entrepreneurial flair, creative embrace learning. Nice people: we’re tight  great culture commitment inclusion diversity. you’re friendly, interested others, canny open-minded, probably isn’t you. Working Wordnerds amazing , look don’t take seriously. world playing nicely, we’re based lush office Proto, Gateshead Riverside surrounded exciting businesses  emerging technology. embrace remote   flexible, blended way. well this, offer: 25  holiday plus bank holidays extra day every two years  us maximum 30  Flexible  hours Home office  £35k-£45k plus performance bonus Strategy residentials Parking Social budget Training budget Interested? Please send CV covering letter careers@wordnerds.ai along short (no longer 2 mins!) video explaining like  Wordnerds. :)"
11,Management,"Security Engineer / Specialist. broad range / Cyber Security knowledge? could progressing career   global Investment Management company. Security Engineer / Specialist  collaborative internal external providers execute comprehensive security roadmap mitigate risks key functions network system security; email security; cloud security; access control identity management; data security vulnerability management. day-to-day basis could assessing risk  projects adoption  technologies; onboarding managed services SaaS solutions; assessing existing security controls remediating risk conducting vulnerability scanning. based modern, open plan offices latest kit 360 views City; company able offer remote interview process / onboarding process  current social distancing measures continued flexibility  one day week home. Requirements: *You strong commercial Security Engineering  encompassing firewalls, intrusion detection systems, anti-virus software, authentication systems, log management *You good knowledge Malware, hacking techniques security trends *You  SIEM systems well network security analysis *You good knowledge Windows Linux systems security *You high level Python scripting  *You're degree educated STEM subject; Computer Science preferred Security Engineer earn competitive salary (to Â£90k) plus bonus "
12,Management,"fantastic  career  arisen Sales & Product Support Specialist.  suit experienced agricultural machinery sales/after sales professional equally, ambitious graduate agricultural engineer,  progress career gain  hands-on commercial .De Lacy Executive's client progressive, forward thinking innovative company. import distribute exclusive range brands UK & Ireland, dealer network direct end users, offering parts, warranty sales support.This interesting varied position. Working closely National Regional Managers given   end users, dealer network manufacturers. full responsibility specialist product line, heading sales, dealer development training, providing product support undertaking demonstrations installations.Candidate Requirements: Possess in-depth knowledge agricultural machinery,  combine products advantageous Hands-on agricultural engineering background Ability explain technical issues patiently, clearly logically, telephone, email face face. Proven sales  highly desirable essential, full training provided Able communicate effectively people levelsRemuneration:An attractive remuneration package offer, dependent , include competitive salary + commission, company vehicle, laptop mobile phoneTo apply  career :Please email CV covering letter amandalatham@delacyexecutive.co.ukFor information informal confidential discussion please call:Amanda Latham Please assured calls treated complete confidenceThank you.De Lacy Executive upload CV database retain data order process application. information processing activities found privacypolicy. Please assured contact treated complete confidence details passed third party without prior permission.Please note advertisement job description satisfy full details interview.De Lacy Executive Approved member Recruitment Employment Confederation, promotes high standards recruitment practice, registered Information Commissioners Office. De Lacy Executive complies relevant data protection legislation."
13,Management," Technical Delivery Manager/ Technical Architect Remote  support development release  applications updates existing platforms. requires Technical Delivery Manager proven development background demonstrable  managing software development projects. expertise required position includes: *  Managing Technical Teams (inc. breaking tasks, delegating  coaching  members ) *  software deployments, software testing, release management technical documentation *   Agile manner *  Architecting Technical solutions (a plus) *  Azure platform (Databricks, PowerApps, AzureML plus) *   R C clients (a plus) *  building Trade Promotion Management Post-event analytics solutions (a plus)"
14,Management,"client management consultancy dedicated improving health care. provide innovative solutions clients within healthcare industry. use understanding cutting edge technology realistic understanding  client context. bring healthcare leaders together align behind common set priorities, support development capabilities execute develop mechanisms sustain change. :  focus  NHS datasets. Given rich unique datasets made possible NHS, fantastic opportunities apply advanced analytical techniques, along powerful visualisations, provide better insights. successful candidate sit within Data Science Analytics  provide machine learning statistical solutions client problems also providing automation analytical processes internally improve efficiency. Data Engineer Responsibilities: Building software predict manage patient flow hospitals Building tool help hospitals understand changing services impact patient travel times Developing planning software optimise vaccine distribution Developing interface explore inequality vaccine distribution Predicting COVID demand capacity across hospitals London Creating  visualisation understand bottlenecks outpatient clinical pathways Automatically generating analysis suites rapid diagnostics geographic areas Data Engineer Requirements: solid grasp Data Engineering pipelines  using cloud services (e.g. AWS/GCP). Excellent written verbal communication , ability interact comfortably  stakeholders clients. ability  fast-paced environment drive succeed. would like apply please click link!"
15,Management,"  markets IOT, Big Data AI exploding; enterprises investigating ways using technology create  value organisations. Commercial Account Manager (CAM)  within Turkish speaking territory identify opportunities exist medium sized Enterprise accounts. end end relationship existing customers within territory, helping customer successful using Cloudera technology identifying  opportunities applications. also qualify inbound queries fit Cloudera solutions  partner ecosystem help customers Cloudera sales cycle.  quota carrying sales  within Commercial segment. Goals Renewal rates existing customers within assigned region Customer expansion additional application Cloudera solutions. Net  revenue prospect accounts region person person unique ability able manage relationships across organisation, single point contact customers, partners internal stakeholders. fulcrum territory Commercial space hold ultimate responsibility revenue number, utilizing available resources deliver it. individual high levels energy, commitment resilience, someone relishes  things  ways. want part high performing  able give take feedback honest environment, always ambition improving customer .  Relevant domain knowledge data management industry.  quota carrying .Previous  closing  remotely though partner channels. Consistent demonstration achieving goals complex environments. Ability build relationships within customer organisations every level. Ideally   MEDDPICC sales methodology  within Italian Market Fluency Turkish English"
